STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),acl00,Classification of activities for time use,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,PL,Poland,2022,,8.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,PT,Portugal,2015,,10.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,PT,Portugal,2022,,6.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,RO,Romania,2015,,0.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,RO,Romania,2022,,0.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,RS,Serbia,2015,,5.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,RS,Serbia,2022,,2.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,SE,Sweden,2015,,55.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,SE,Sweden,2022,,42.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,SI,Slovenia,2015,,29.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,SI,Slovenia,2022,,16.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,SK,Slovakia,2015,,8.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,SK,Slovakia,2022,,3.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,TR,Türkiye,2022,,1.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,M,Males,PC,Percentage,UK,United Kingdom,2015,,15.3,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,AT,Austria,2015,,16.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,AT,Austria,2022,,8.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,BE,Belgium,2015,,13.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,BE,Belgium,2022,,8.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,BG,Bulgaria,2015,,1.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,BG,Bulgaria,2022,,0.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,CH,Switzerland,2015,,44.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,CH,Switzerland,2022,,25.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,CY,Cyprus,2015,,0.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,CY,Cyprus,2022,,17.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,CZ,Czechia,2015,,8.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,CZ,Czechia,2022,,3.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,DE,Germany,2015,,13.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,DK,Denmark,2015,,24.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,DK,Denmark,2022,,17.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2022,,7.8,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EE,Estonia,2015,,12.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EE,Estonia,2022,,3.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EL,Greece,2015,,7.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EL,Greece,2022,,2.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,ES,Spain,2015,,5.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,ES,Spain,2022,,3.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,13.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,8.2,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,FI,Finland,2015,,36.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,FR,France,2015,,17.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,FR,France,2022,,7.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,HR,Croatia,2015,,5.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,HR,Croatia,2022,,2.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,HU,Hungary,2015,,2.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,HU,Hungary,2022,,4.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,IE,Ireland,2015,,26.0,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,IE,Ireland,2022,,9.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,IS,Iceland,2015,,35.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,IT,Italy,2015,,5.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,IT,Italy,2022,,2.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,LT,Lithuania,2015,,5.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,LT,Lithuania,2022,,3.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,LU,Luxembourg,2015,,20.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,LU,Luxembourg,2022,,8.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,LV,Latvia,2015,,14.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,LV,Latvia,2022,,6.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,ME,Montenegro,2015,,0.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,ME,Montenegro,2022,,1.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,MK,North Macedonia,2015,,5.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,MT,Malta,2015,,0.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,MT,Malta,2022,,5.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,NL,Netherlands,2015,,49.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,NL,Netherlands,2022,,49.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,NO,Norway,2015,,39.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,NO,Norway,2022,,56.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,PL,Poland,2015,,21.3,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,PL,Poland,2022,,8.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,PT,Portugal,2015,,10.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,PT,Portugal,2022,,6.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,RO,Romania,2015,,0.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,RO,Romania,2022,,0.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,RS,Serbia,2015,,4.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,RS,Serbia,2022,,3.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,SE,Sweden,2015,,49.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,SE,Sweden,2022,,37.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,SI,Slovenia,2015,,26.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,SI,Slovenia,2022,,16.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,SK,Slovakia,2015,,7.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,SK,Slovakia,2022,,4.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,TR,Türkiye,2022,,0.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y_GE75,75 years or over,T,Total,PC,Percentage,UK,United Kingdom,2015,,14.8,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,AT,Austria,2015,,11.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,AT,Austria,2022,,19.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,BE,Belgium,2015,,2.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,BE,Belgium,2022,,5.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,BG,Bulgaria,2015,,5.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,BG,Bulgaria,2022,,2.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC43A,Active citizenship,Y16-24,From 16 to 24 years,F,Females,PC,Percentage,CH,Switzerland,2015,,25.5,,,,,
